#{"t_start": 1774679161.6098166, "env_id": "None"}
r,l,t
2.0,28,1.72274
0.0,6,1.723286
0.0,6,1.723904
1.0,16,1.72526
1.0,16,1.728675
1.0,16,1.730022
1.0,16,1.731347
0.0,6,1.731871
1.0,16,1.735442
1.0,16,1.736863
0.0,6,1.737495
0.0,6,1.737999
1.0,16,1.741597
1.0,16,1.742927
0.0,6,1.743585
1.0,16,1.744963
1.0,16,1.748575
0.0,6,1.749094
0.0,6,1.749736
1.0,16,1.751141
0.0,6,1.7538
0.0,6,1.754466
1.0,16,1.755894
1.0,16,1.75733
1.0,16,1.76133
0.0,6,1.762486
0.0,6,1.763783
0.0,6,1.764787
1.0,16,1.770765
1.0,16,1.773491
0.0,6,1.774687
0.0,6,1.77577
1.0,16,1.785151
1.0,16,1.788231
0.0,6,1.789396
0.0,6,1.790556
0.0,6,1.794987
2.0,28,1.799702
1.0,16,1.802132
0.0,6,1.802999
0.0,6,1.806123
0.0,6,1.806747
1.0,16,1.808213
0.0,6,1.80881
2.0,28,1.81338
1.0,16,1.814775
0.0,6,1.815291
0.0,6,1.815903
0.0,6,1.818711
0.0,6,1.819346
0.0,6,1.819908
0.0,6,1.820529
1.0,16,1.824295
1.0,16,1.82583
0.0,6,1.826517
0.0,6,1.82743
0.0,6,1.830472
0.0,6,1.83139
0.0,6,1.832042
0.0,6,1.832852
0.0,6,1.836146
0.0,6,1.837045
0.0,6,1.837769
0.0,6,1.840483
0.0,6,1.844025
1.0,16,1.845965
0.0,6,1.846617
0.0,6,1.847139
0.0,6,1.849867
0.0,6,1.850465
1.0,16,1.851858
0.0,6,1.852485
0.0,6,1.855279
0.0,6,1.855884
1.0,16,1.8573
0.0,6,1.857889
1.0,16,1.861312
0.0,6,1.861923
1.0,16,1.863334
0.0,6,1.863891
0.0,6,1.866545
0.0,6,1.867074
1.0,16,1.868428
1.0,16,1.869743
0.0,6,1.872423
0.0,6,1.872968
0.0,6,1.873616
0.0,6,1.874151
1.0,16,1.877699
0.0,6,1.878289
0.0,6,1.878846
0.0,6,1.879512
0.0,6,1.884143
0.0,6,1.884805
3.0,38,1.887815
0.0,6,1.888402
0.0,6,1.89099
0.0,6,1.891639
1.0,16,1.8933
1.0,16,1.894751
1.0,16,1.898309
0.0,6,1.898845
3.0,38,1.901932
0.0,6,1.902467
1.0,16,1.905994
0.0,6,1.906591
0.0,6,1.907097
0.0,6,1.907674
3.0,38,1.912837
1.0,16,1.914348
0.0,6,1.914968
0.0,6,1.915504
0.0,6,1.918287
0.0,6,1.918836
0.0,6,1.919443
0.0,6,1.920027
1.0,16,1.924444
0.0,6,1.925114
0.0,6,1.925636
0.0,6,1.92621
0.0,6,1.928818
1.0,16,1.930182
0.0,6,1.93078
0.0,6,1.931294
1.0,16,1.934915
1.0,16,1.936373
0.0,6,1.936986
0.0,6,1.937605
1.0,16,1.941235
0.0,6,1.941858
0.0,6,1.942424
0.0,6,1.943032
0.0,6,1.9458
0.0,6,1.946463
1.0,16,1.947921
1.0,16,1.949361
0.0,6,1.952199
1.0,16,1.953679
0.0,6,1.954287
1.0,16,1.955695
0.0,6,1.958482
3.0,38,1.961817
1.0,16,1.963244
0.0,6,1.96379
1.0,16,1.967341
1.0,16,1.968681
0.0,6,1.969257
1.0,16,1.970583
1.0,16,1.974119
1.0,16,1.975491
0.0,6,1.976032
0.0,6,1.976653
0.0,6,1.979261
1.0,16,1.980667
0.0,6,1.981337
0.0,6,1.981894
1.0,16,1.987571
1.0,16,1.990605
0.0,6,1.991238
0.0,6,1.991814
0.0,6,1.996143
2.0,26,1.999736
0.0,6,2.000695
0.0,6,2.001538
0.0,6,2.005735
0.0,6,2.006723
0.0,6,2.007927
0.0,6,2.009056
0.0,6,2.012255
0.0,6,2.01292
0.0,6,2.013703
0.0,6,2.014341
0.0,6,2.017417
0.0,6,2.018033
1.0,16,2.01951
0.0,6,2.020104
0.0,6,2.022918
0.0,6,2.02368
0.0,6,2.024305
0.0,6,2.024911
0.0,6,2.027587
2.0,26,2.029745
1.0,16,2.031091
0.0,6,2.031619
0.0,6,2.034522
3.0,38,2.037732
0.0,6,2.038317
0.0,6,2.038838
0.0,6,2.041607
0.0,6,2.042165
0.0,6,2.042832
0.0,6,2.043456
0.0,6,2.046578
1.0,16,2.04812
0.0,6,2.048709
1.0,16,2.050205
2.0,28,2.055093
1.0,16,2.056566
0.0,6,2.057266
0.0,6,2.05785
0.0,6,2.060813
0.0,6,2.061343
0.0,6,2.062004
0.0,6,2.062554
0.0,6,2.065447
1.0,16,2.066988
1.0,16,2.068414
0.0,6,2.069022
0.0,6,2.071851
0.0,6,2.072509
0.0,6,2.073092
0.0,6,2.073717
0.0,6,2.076779
0.0,6,2.077414
0.0,6,2.07804
0.0,6,2.078587
0.0,6,2.081256
1.0,16,2.082787
0.0,6,2.083416
0.0,6,2.084101
0.0,6,2.087624
0.0,6,2.088491
1.0,16,2.090074
0.0,6,2.090692
0.0,6,2.095531
0.0,6,2.096129
0.0,6,2.096838
0.0,6,2.097437
0.0,6,2.10041
1.0,16,2.10207
1.0,16,2.103712
0.0,6,2.104398
1.0,16,2.108267
1.0,16,2.109808
0.0,6,2.110419
0.0,6,2.110991
0.0,6,2.114248
1.0,16,2.115762
1.0,16,2.117463
0.0,6,2.118014
2.0,26,2.122317
0.0,6,2.12285
0.0,6,2.123535
0.0,6,2.124144
0.0,6,2.127059
0.0,6,2.127609
0.0,6,2.128192
3.0,38,2.131164
0.0,6,2.134087
0.0,6,2.134685
3.0,38,2.137915
0.0,6,2.138453
0.0,6,2.141086
0.0,6,2.141634
1.0,16,2.142975
0.0,6,2.143683
0.0,6,2.14642
1.0,16,2.147768
0.0,6,2.148366
0.0,6,2.148871
1.0,16,2.152475
2.0,28,2.15685
0.0,6,2.157886
0.0,6,2.158618
0.0,6,2.161624
0.0,6,2.162231
0.0,6,2.162868
1.0,16,2.164454
0.0,6,2.167082
0.0,6,2.167687
0.0,6,2.168208
0.0,6,2.168773
0.0,6,2.171527
0.0,6,2.172207
2.0,28,2.174784
0.0,6,2.175302
1.0,16,2.180118
1.0,16,2.181755
1.0,16,2.183314
0.0,6,2.184066
1.0,16,2.187927
0.0,6,2.188496
1.0,16,2.190003
0.0,6,2.190609
0.0,6,2.194127
0.0,6,2.195002
0.0,6,2.195992
3.0,38,2.207183
0.0,6,2.21026
0.0,6,2.210931
0.0,6,2.21151
0.0,6,2.212172
0.0,6,2.215134
2.0,28,2.217807
0.0,6,2.218413
1.0,16,2.219816
1.0,16,2.223457
0.0,6,2.224079
2.0,26,2.226241
0.0,6,2.226761
0.0,6,2.229548
3.0,38,2.233201
0.0,6,2.233917
0.0,6,2.234536
0.0,6,2.23746
0.0,6,2.238008
1.0,16,2.239357
0.0,6,2.240022
0.0,6,2.242845
0.0,6,2.243577
0.0,6,2.244181
0.0,6,2.244839
1.0,16,2.248622
0.0,6,2.249187
1.0,16,2.25059
0.0,6,2.251181
1.0,16,2.255069
0.0,6,2.255618
0.0,6,2.256312
0.0,6,2.256917
1.0,16,2.260564
0.0,6,2.261214
2.0,26,2.263565
0.0,6,2.264263
0.0,6,2.266984
0.0,6,2.267653
0.0,6,2.26817
0.0,6,2.268738
0.0,6,2.271323
0.0,6,2.271931
0.0,6,2.272501
0.0,6,2.273078
0.0,6,2.275862
0.0,6,2.276572
1.0,16,2.277971
1.0,16,2.279287
0.0,6,2.28193
0.0,6,2.282602
0.0,6,2.283139
2.0,28,2.285697
0.0,6,2.288712
2.0,26,2.290811
0.0,6,2.291436
1.0,16,2.292896
1.0,16,2.297039
0.0,6,2.297616
0.0,6,2.298229
0.0,6,2.299082
0.0,6,2.3019
2.0,26,2.304482
0.0,6,2.305146
0.0,6,2.305729
1.0,16,2.309775
1.0,16,2.311279
0.0,6,2.311988
1.0,16,2.313545
0.0,6,2.318155
0.0,6,2.318776
0.0,6,2.31929
0.0,6,2.321245
2.0,26,2.32604
0.0,6,2.326737
1.0,16,2.328136
0.0,6,2.328655
0.0,6,2.331337
0.0,6,2.331903
1.0,16,2.333339
0.0,6,2.33405
0.0,6,2.337012
1.0,16,2.33851
0.0,6,2.33909
0.0,6,2.339607
0.0,6,2.342463
0.0,6,2.343011
0.0,6,2.343697
0.0,6,2.344295
0.0,6,2.346975
1.0,16,2.348332
0.0,6,2.348859
0.0,6,2.349444
1.0,16,2.353138
2.0,28,2.3558
0.0,6,2.356431
0.0,6,2.357119
0.0,6,2.359879
1.0,16,2.361389
0.0,6,2.362061
0.0,6,2.362781
0.0,6,2.365935
1.0,16,2.367491
0.0,6,2.368063
0.0,6,2.368688
0.0,6,2.371416
1.0,16,2.372851
0.0,6,2.373519
0.0,6,2.374127
0.0,6,2.377013
1.0,16,2.378435
0.0,6,2.378947
0.0,6,2.379535
2.0,26,2.384668
0.0,6,2.385248
0.0,6,2.385764
0.0,6,2.38634
0.0,6,2.388933
0.0,6,2.389559
1.0,16,2.390903
0.0,6,2.391446
0.0,6,2.39445
0.0,6,2.395045
0.0,6,2.395707
0.0,6,2.396332
0.0,6,2.400152
0.0,6,2.401098
0.0,6,2.402271
0.0,6,2.40326
0.0,6,2.408032
1.0,16,2.410294
0.0,6,2.411148
1.0,16,2.41375
0.0,6,2.418085
1.0,16,2.419868
0.0,6,2.420681
0.0,6,2.421507
0.0,6,2.426515
1.0,16,2.427913
0.0,6,2.428564
0.0,6,2.429082
0.0,6,2.431818
1.0,16,2.433306
0.0,6,2.433949
0.0,6,2.434659
1.0,16,2.438238
0.0,6,2.438769
0.0,6,2.439347
0.0,6,2.439862
0.0,6,2.442575
1.0,16,2.444095
0.0,6,2.444688
1.0,16,2.446021
0.0,6,2.448704
0.0,6,2.449252
0.0,6,2.449895
1.0,16,2.45138
0.0,6,2.454316
1.0,16,2.455863
0.0,6,2.45654
0.0,6,2.457119
1.0,16,2.46074
0.0,6,2.461437
0.0,6,2.462036
0.0,6,2.462703
0.0,6,2.465582
0.0,6,2.466226
0.0,6,2.466784
0.0,6,2.467388
0.0,6,2.469968
0.0,6,2.470594
0.0,6,2.471108
0.0,6,2.471695
0.0,6,2.474605
1.0,16,2.476156
0.0,6,2.476949
0.0,6,2.477701
0.0,6,2.480513
1.0,16,2.481907
1.0,16,2.483247
1.0,16,2.484764
1.0,16,2.488369
2.0,28,2.492113
0.0,6,2.49297
1.0,16,2.495264
0.0,6,2.498271
1.0,16,2.499817
0.0,6,2.500406
1.0,16,2.502214
0.0,6,2.505296
1.0,16,2.506876
1.0,16,2.508334
0.0,6,2.508908
0.0,6,2.511885
1.0,16,2.513497
1.0,16,2.515056
0.0,6,2.515646
0.0,6,2.518727
0.0,6,2.519316
1.0,16,2.5208
0.0,6,2.521443
1.0,16,2.525374
1.0,16,2.526896
0.0,6,2.527539
0.0,6,2.52824
0.0,6,2.53165
2.0,28,2.534343
1.0,16,2.53589
2.0,26,2.538444
0.0,6,2.543074
0.0,6,2.543814
0.0,6,2.544466
0.0,6,2.545105
0.0,6,2.547976
1.0,16,2.549491
0.0,6,2.550133
0.0,6,2.550706
3.0,38,2.556544
0.0,6,2.557162
0.0,6,2.557841
0.0,6,2.558417
0.0,6,2.561367
0.0,6,2.561951
1.0,16,2.563584
1.0,16,2.565103
0.0,6,2.568028
0.0,6,2.568635
3.0,38,2.571823
0.0,6,2.572409
0.0,6,2.575438
0.0,6,2.57607
0.0,6,2.576863
1.0,16,2.578464
0.0,6,2.581338
1.0,16,2.582843
0.0,6,2.583564
0.0,6,2.58417
0.0,6,2.587098
0.0,6,2.587748
1.0,16,2.589179
0.0,6,2.589838
1.0,16,2.593704
0.0,6,2.594329
0.0,6,2.594986
0.0,6,2.595509
0.0,6,2.598483
1.0,16,2.599939
0.0,6,2.600551
0.0,6,2.60157
2.0,28,2.609662
1.0,16,2.612344
0.0,6,2.613288
1.0,16,2.615743
1.0,16,2.6218
0.0,6,2.622796
0.0,6,2.623726
0.0,6,2.624545
0.0,6,2.627254
0.0,6,2.627898
1.0,16,2.629261
0.0,6,2.629891
1.0,16,2.633754
0.0,6,2.634516
1.0,16,2.636011
0.0,6,2.636686
0.0,6,2.639754
0.0,6,2.640292
1.0,16,2.641803
1.0,16,2.643317
0.0,6,2.648211
0.0,6,2.648822
0.0,6,2.649482
0.0,6,2.650078
0.0,6,2.653
0.0,6,2.653736
0.0,6,2.654521
0.0,6,2.655094
0.0,6,2.658283
0.0,6,2.659025
3.0,38,2.664638
0.0,6,2.665183
1.0,16,2.668836
0.0,6,2.669454
1.0,16,2.670816
0.0,6,2.671409
0.0,6,2.674459
0.0,6,2.675086
1.0,16,2.676731
0.0,6,2.677436
1.0,16,2.681435
0.0,6,2.682002
1.0,16,2.683504
0.0,6,2.684181
0.0,6,2.687176
1.0,16,2.688673
0.0,6,2.689373
0.0,6,2.689978
0.0,6,2.692631
0.0,6,2.693175
0.0,6,2.69387
0.0,6,2.694497
0.0,6,2.697525
1.0,16,2.699043
0.0,6,2.69957
0.0,6,2.70014
2.0,28,2.705038
0.0,6,2.705571
0.0,6,2.706144
1.0,16,2.707615
0.0,6,2.71031
0.0,6,2.710924
0.0,6,2.711468
2.0,26,2.71387
0.0,6,2.716734
0.0,6,2.717431
1.0,16,2.718767
0.0,6,2.71928
1.0,16,2.722883
0.0,6,2.723639
0.0,6,2.724249
0.0,6,2.724873
1.0,16,2.7283
1.0,16,2.729747
0.0,6,2.730263
2.0,26,2.732422
0.0,6,2.735395
0.0,6,2.736032
0.0,6,2.736613
1.0,16,2.737997
0.0,6,2.741604
0.0,6,2.742277
1.0,16,2.744166
0.0,6,2.744864
1.0,16,2.748641
1.0,16,2.750073
0.0,6,2.750669
0.0,6,2.751302
0.0,6,2.754889
1.0,16,2.756414
0.0,6,2.757073
0.0,6,2.757683
1.0,16,2.761466
1.0,16,2.762992
0.0,6,2.763728
1.0,16,2.765189
0.0,6,2.768327
0.0,6,2.769008
2.0,28,2.771435
1.0,16,2.772839
0.0,6,2.777325
0.0,6,2.777936
0.0,6,2.778483
0.0,6,2.779058
0.0,6,2.781688
0.0,6,2.782297
2.0,26,2.784492
1.0,16,2.785826
0.0,6,2.788508
0.0,6,2.789058
0.0,6,2.789648
0.0,6,2.790168
0.0,6,2.792836
1.0,16,2.794315
0.0,6,2.794906
0.0,6,2.795517
0.0,6,2.79824
2.0,26,2.801612
1.0,16,2.804304
1.0,16,2.806914
0.0,6,2.811045
1.0,16,2.813646
0.0,6,2.814805
1.0,16,2.81757
0.0,6,2.823413
1.0,16,2.825805
0.0,6,2.831096
0.0,6,2.832174
0.0,6,2.837321
0.0,6,2.838343
0.0,6,2.83961
0.0,6,2.840825
0.0,6,2.845715
0.0,6,2.846828
0.0,6,2.848057
0.0,6,2.849241
0.0,6,2.852922
0.0,6,2.85366
0.0,6,2.854428
0.0,6,2.85502
1.0,16,2.858869
0.0,6,2.859607
1.0,16,2.861112
0.0,6,2.86174
0.0,6,2.864886
0.0,6,2.865528
0.0,6,2.866149
0.0,6,2.866693
0.0,6,2.869395
0.0,6,2.869938
0.0,6,2.87054
1.0,16,2.871906
1.0,16,2.876168
1.0,16,2.877671
0.0,6,2.878256
1.0,16,2.879711
0.0,6,2.88316
1.0,16,2.884902
1.0,16,2.886434
1.0,16,2.88785
1.0,16,2.892941
1.0,16,2.894422
1.0,16,2.895778
0.0,6,2.896416
1.0,16,2.900172
1.0,16,2.9017
0.0,6,2.902339
1.0,16,2.903774
0.0,6,2.906615
0.0,6,2.907231
1.0,16,2.908605
0.0,6,2.909115
0.0,6,2.911815
2.0,28,2.914243
0.0,6,2.914794
0.0,6,2.915393
1.0,16,2.919338
0.0,6,2.919915
0.0,6,2.920524
0.0,6,2.921034
0.0,6,2.923781
1.0,16,2.925183
0.0,6,2.925728
0.0,6,2.926306
1.0,16,2.930026
2.0,26,2.932167
0.0,6,2.932762
0.0,6,2.933304
1.0,16,2.936918
0.0,6,2.937552
0.0,6,2.938064
0.0,6,2.938637
0.0,6,2.941271
0.0,6,2.941886
0.0,6,2.942431
1.0,16,2.94385
0.0,6,2.946637
0.0,6,2.947178
0.0,6,2.947756
1.0,16,2.949105
2.0,28,2.953598
0.0,6,2.954154
0.0,6,2.954767
0.0,6,2.955281
1.0,16,2.958799
1.0,16,2.96027
0.0,6,2.960868
0.0,6,2.961403
2.0,28,2.965886
0.0,6,2.966503
0.0,6,2.967021
0.0,6,2.96766
0.0,6,2.97043
1.0,16,2.971806
0.0,6,2.972421
2.0,28,2.974792
1.0,16,2.978321
0.0,6,2.978897
0.0,6,2.979499
1.0,16,2.981
0.0,6,2.983821
0.0,6,2.984553
1.0,16,2.98598
1.0,16,2.987318
0.0,6,2.990012
0.0,6,2.990689
0.0,6,2.991326
0.0,6,3.370031
0.0,6,3.378711
0.0,6,3.38756
2.0,28,3.468873
1.0,16,3.488155
1.0,16,3.519046
0.0,6,3.526335
0.0,6,3.535393
0.0,6,3.540267
0.0,6,3.554342
0.0,6,3.560135
0.0,6,3.570158
1.0,16,3.588491
1.0,16,3.612216
0.0,6,3.619654
0.0,6,3.629074
0.0,6,3.63372
1.0,16,3.656109
0.0,6,3.665226
0.0,6,3.67018
0.0,6,3.680327
0.0,6,3.689852
0.0,6,3.698849
0.0,6,3.703731
0.0,6,3.713841
0.0,6,3.724329
0.0,6,3.732807
1.0,16,3.75215
1.0,16,3.771342
1.0,16,3.792094
1.0,16,3.811553
0.0,6,3.820905
0.0,6,3.837604
1.0,16,3.864969
0.0,6,3.872012
0.0,6,3.885913
0.0,6,3.890739
0.0,6,3.902254
0.0,6,3.908258
0.0,6,3.917571
0.0,6,3.922998
0.0,6,3.937151
0.0,6,3.942793
0.0,6,3.952477
0.0,6,3.959904
0.0,6,3.972175
0.0,6,3.978383
0.0,6,3.988891
0.0,6,3.99429
0.0,6,4.006032
0.0,6,4.0121
0.0,6,4.028102
0.0,6,4.037875
1.0,16,4.059006
0.0,6,4.068772
1.0,16,4.088833
0.0,6,4.093555
0.0,6,4.10479
0.0,6,4.109271
0.0,6,4.118916
0.0,6,4.124616
1.0,16,4.147558
0.0,6,4.157198
0.0,6,4.162443
0.0,6,4.171916
0.0,6,4.179314
0.0,6,4.189521
0.0,6,4.194302
0.0,6,4.203707
1.0,16,4.226225
0.0,6,4.230929
0.0,6,4.242655
0.0,6,4.248695
0.0,6,4.259705
0.0,6,4.265524
0.0,6,4.275086
0.0,6,4.279904
0.0,6,4.291457
0.0,6,4.29652
0.0,6,4.306308
1.0,16,4.329381
1.0,16,4.352458
0.0,6,4.357186
0.0,6,4.366823
0.0,6,4.371382
0.0,6,4.382696
1.0,16,4.401465
1.0,16,4.420915
0.0,6,4.426738
1.0,16,4.452374
0.0,6,4.461923
0.0,6,4.468042
0.0,6,4.477503
1.0,16,4.502767
0.0,6,4.508986
1.0,16,4.529471
1.0,16,4.552545
0.0,6,4.564306
0.0,6,4.571079
0.0,6,4.580242
1.0,16,4.599173
0.0,6,4.607139
0.0,6,4.620113
0.0,6,4.627762
0.0,6,4.642216
1.0,16,4.665666
0.0,6,4.671045
0.0,6,4.680275
0.0,6,4.685165
1.0,16,4.706376
1.0,16,4.726287
0.0,6,4.73667
0.0,6,4.7415
0.0,6,4.755008
0.0,6,4.762485
0.0,6,4.771094
0.0,6,4.775878
0.0,6,4.788227
1.0,16,4.807376
1.0,16,4.832156
0.0,6,4.838739
0.0,6,4.853471
0.0,6,4.859296
0.0,6,4.870459
0.0,6,4.875699
0.0,6,4.894708
0.0,6,4.902668
1.0,16,4.93141
1.0,16,4.95733
0.0,6,4.969085
0.0,6,4.976053
1.0,16,4.998821
1.0,16,5.018557
1.0,16,5.041142
0.0,6,5.052567
1.0,16,5.075657
0.0,6,5.080602
0.0,6,5.092053
0.0,6,5.097043
0.0,6,5.10607
0.0,6,5.112632
3.0,38,5.177189
0.0,6,5.184309
1.0,16,5.207329
0.0,6,5.217303
0.0,6,5.225371
2.0,28,5.27128
0.0,6,5.281133
0.0,6,5.285862
0.0,6,5.297041
0.0,6,5.301617
0.0,6,5.309998
1.0,16,5.333148
0.0,6,5.342978
0.0,6,5.352833
0.0,6,5.357697
0.0,6,5.368505
0.0,6,5.376737
0.0,6,5.386586
0.0,6,5.391322
1.0,16,5.409871
0.0,6,5.422315
1.0,16,5.441927
1.0,16,5.462755
1.0,16,5.483847
1.0,16,5.511719
0.0,6,5.516687
0.0,6,5.526554
1.0,16,5.546091
0.0,6,5.55433
0.0,6,5.564307
0.0,6,5.573093
0.0,6,5.58301
0.0,6,5.590263
0.0,6,5.601707
0.0,6,5.608435
0.0,6,5.618069
0.0,6,5.628159
0.0,6,5.640625
0.0,6,5.646266
0.0,6,5.655885
0.0,6,5.663304
0.0,6,5.675395
1.0,16,5.695232
0.0,6,5.700225
0.0,6,5.711181
0.0,6,5.717186
0.0,6,5.725993
0.0,6,5.730555
0.0,6,5.742859
0.0,6,5.747712
1.0,16,5.765744
0.0,6,5.77652
1.0,16,5.798592
3.0,38,5.84177
1.0,16,5.86008
1.0,16,5.880903
0.0,6,5.895013
0.0,6,5.899762
1.0,16,5.921441
1.0,16,5.964461
0.0,6,5.97541
0.0,6,5.983206
1.0,16,6.004488
1.0,16,6.025081
0.0,6,6.037305
0.0,6,6.041847
0.0,6,6.051105
1.0,16,6.070709
1.0,16,6.093019
0.0,6,6.097885
0.0,6,6.106555
1.0,16,6.125476
0.0,6,6.133805
4.0,48,6.1949
0.0,6,6.206971
1.0,16,6.232721
2.0,28,6.274851
0.0,6,6.27959
0.0,6,6.291331
0.0,6,6.298161
0.0,6,6.310373
0.0,6,6.315443
0.0,6,6.323736
1.0,16,6.341434
0.0,6,6.350292
1.0,16,6.369733
1.0,16,6.39125
0.0,6,6.40093
1.0,16,6.4212
0.0,6,6.428142
0.0,6,6.443204
1.0,16,6.46333
0.0,6,6.47056
0.0,6,6.480416
0.0,6,6.489594
1.0,16,6.514242
0.0,6,6.525411
0.0,6,6.530263
0.0,6,6.538961
1.0,16,6.559771
0.0,6,6.568071
1.0,16,6.586732
3.0,38,6.63652
1.0,16,6.655438
0.0,6,6.665615
0.0,6,6.676337
1.0,16,6.700241
1.0,16,6.720014
0.0,6,6.72931
0.0,6,6.740743
0.0,6,6.748191
0.0,6,6.757902
1.0,16,6.782118
0.0,6,6.787156
0.0,6,6.798177
0.0,6,6.803647
1.0,16,6.825641
0.0,6,6.835344
2.0,28,6.87116
2.0,26,6.904446
1.0,16,6.927482
1.0,16,6.946527
0.0,6,6.956798
0.0,6,6.967139
0.0,6,6.985538
1.0,16,7.006511
0.0,6,7.012062
0.0,6,7.020993
0.0,6,7.030292
0.0,6,7.043995
0.0,6,7.049904
1.0,16,7.07052
0.0,6,7.081517
0.0,6,7.087017
0.0,6,7.097319
0.0,6,7.105183
0.0,6,7.116002
0.0,6,7.122429
0.0,6,7.133482
0.0,6,7.138277
0.0,6,7.149871
0.0,6,7.154808
1.0,16,7.176127
1.0,16,7.195782
0.0,6,7.209501
1.0,16,7.228463
