generation,mean_population_return,std_population_return,best_population_return,global_interactions_est
122,0.3333333432674408,0.47946327924728394,1.0,3660
123,0.30000001192092896,0.4660916030406952,1.0,3690
124,0.5,0.9737945795059204,4.0,3720
125,0.36666667461395264,0.6686751246452332,2.0,3750
126,0.4333333373069763,0.626062273979187,2.0,3780
127,0.36666667461395264,0.4901324510574341,1.0,3810
128,0.5,0.7310832738876343,3.0,3840
129,0.46666666865348816,0.6288102865219116,2.0,3870
130,0.36666667461395264,0.5560533404350281,2.0,3900
131,0.36666667461395264,0.5560533404350281,2.0,3930
132,0.30000001192092896,0.5349830985069275,2.0,3960
133,0.30000001192092896,0.4660916030406952,1.0,3990
134,0.3333333432674408,0.5466722249984741,2.0,4020
135,0.30000001192092896,0.4660916030406952,1.0,4050
136,0.3333333432674408,0.47946327924728394,1.0,4080
137,0.36666667461395264,0.49013248085975647,1.0,4110
138,0.20000000298023224,0.48423418402671814,2.0,4140
139,0.03333333507180214,0.18257416784763336,1.0,4170
140,0.4333333373069763,0.5683208107948303,2.0,4200
141,0.30000001192092896,0.5349830985069275,2.0,4230
142,0.4333333373069763,0.5683207511901855,2.0,4260
143,0.36666667461395264,0.4901324510574341,1.0,4290
144,0.3333333432674408,0.5466721653938293,2.0,4320
145,0.30000001192092896,0.5349830985069275,2.0,4350
146,0.5333333611488342,0.7760791778564453,3.0,4380
147,0.30000001192092896,0.5349830985069275,2.0,4410
148,0.36666667461395264,0.6686751246452332,2.0,4440
149,0.46666666865348816,0.6288102269172668,2.0,4470
150,0.36666667461395264,0.5560533404350281,2.0,4500
151,0.30000001192092896,0.5959634184837341,2.0,4530
152,0.30000001192092896,0.5349830389022827,2.0,4560
153,0.30000001192092896,0.5349830985069275,2.0,4590
154,0.3333333432674408,0.47946327924728394,1.0,4620
155,0.36666667461395264,0.6686750650405884,3.0,4650
156,0.2666666805744171,0.4497765004634857,1.0,4680
157,0.3333333432674408,0.6064783930778503,2.0,4710
158,0.3333333432674408,0.47946324944496155,1.0,4740
159,0.36666667461395264,0.5560533404350281,2.0,4770
160,0.30000001192092896,0.4660915732383728,1.0,4800
161,0.4333333373069763,0.7738544344902039,3.0,4830
162,0.30000001192092896,0.4660916030406952,1.0,4860
163,0.5,0.820008397102356,3.0,4890
164,0.46666666865348816,0.730296790599823,3.0,4920
165,0.3333333432674408,0.5466722846031189,2.0,4950
166,0.5,0.7310832738876343,2.0,4980
167,0.1666666716337204,0.37904900312423706,1.0,5010
168,0.13333334028720856,0.34574589133262634,1.0,5040
169,0.2666666805744171,0.7396799325942993,3.0,5070
170,0.5,0.7310832738876343,3.0,5100
171,0.30000001192092896,0.5959634184837341,2.0,5130
172,0.4000000059604645,0.6214554905891418,2.0,5160
173,0.1666666716337204,0.37904900312423706,1.0,5190
174,0.30000001192092896,0.5959634184837341,2.0,5220
175,0.20000000298023224,0.48423418402671814,2.0,5250
176,0.5,0.6297235488891602,2.0,5280
177,0.3333333432674408,0.5466722846031189,2.0,5310
178,0.4333333373069763,0.7738543748855591,3.0,5340
179,0.30000001192092896,0.5349830985069275,2.0,5370
180,0.4000000059604645,0.8136761784553528,4.0,5400
181,0.20000000298023224,0.48423418402671814,2.0,5430
182,0.2666666805744171,0.4497765004634857,1.0,5460
183,0.30000001192092896,0.5349830985069275,2.0,5490
184,0.4000000059604645,0.6746646761894226,2.0,5520
185,0.36666667461395264,0.49013248085975647,1.0,5550
186,0.30000001192092896,0.4660916030406952,1.0,5580
187,0.4333333373069763,0.626062273979187,2.0,5610
188,0.2666666805744171,0.520830512046814,2.0,5640
189,0.5,0.6297235488891602,2.0,5670
190,0.4000000059604645,0.6746646761894226,2.0,5700
191,0.4333333373069763,0.626062273979187,2.0,5730
192,0.1666666716337204,0.37904900312423706,1.0,5760
193,0.4333333373069763,0.5683207511901855,2.0,5790
194,0.4000000059604645,0.5632418394088745,2.0,5820
195,0.5,0.6822882294654846,2.0,5850
196,0.4333333373069763,0.626062273979187,2.0,5880
197,0.3333333432674408,0.47946327924728394,1.0,5910
198,0.4000000059604645,0.7239736318588257,3.0,5940
199,0.4000000059604645,0.7239736318588257,3.0,5970
200,0.23333333432674408,0.5040069222450256,2.0,6000
