generation,mean_population_return,std_population_return,best_population_return,global_interactions_est
145,1.2000000476837158,0.8469010591506958,2.0,4350
146,0.8666666746139526,0.6814454197883606,2.0,4380
147,0.9333333373069763,0.6914917826652527,2.0,4410
148,1.2999999523162842,0.7022132277488708,2.0,4440
149,1.1333333253860474,0.730296790599823,2.0,4470
150,0.9666666388511658,0.7648904919624329,2.0,4500
151,1.1666666269302368,0.7466400265693665,2.0,4530
152,1.0666667222976685,0.8276819586753845,2.0,4560
153,1.2000000476837158,0.7143842577934265,2.0,4590
154,1.100000023841858,0.8030115962028503,2.0,4620
155,1.2333333492279053,0.8172001838684082,2.0,4650
156,0.9666666388511658,0.7648905515670776,2.0,4680
157,1.2000000476837158,0.9613209366798401,4.0,4710
158,1.2999999523162842,0.8366600275039673,2.0,4740
159,1.2000000476837158,0.8051558136940002,2.0,4770
160,0.8333333134651184,0.698931872844696,2.0,4800
161,1.100000023841858,0.8030115962028503,2.0,4830
162,0.9333333373069763,0.8276819586753845,2.0,4860
163,1.2999999523162842,0.7497125864028931,2.0,4890
164,0.800000011920929,0.8051559329032898,2.0,4920
165,1.0,0.8304548263549805,2.0,4950
166,1.100000023841858,0.661763608455658,2.0,4980
167,0.9666666388511658,0.8502873182296753,2.0,5010
168,0.7333333492279053,0.7396799325942993,2.0,5040
169,1.0333333015441895,0.808716893196106,2.0,5070
170,0.9666666388511658,0.8899179697036743,2.0,5100
171,1.1333333253860474,0.7760791778564453,2.0,5130
172,0.800000011920929,0.805155873298645,2.0,5160
173,1.0,0.9097176790237427,2.0,5190
174,0.8999999761581421,0.8030115365982056,2.0,5220
175,0.9333333373069763,0.7849152088165283,2.0,5250
176,0.699999988079071,0.7022132277488708,2.0,5280
177,1.5333333015441895,0.7760790586471558,2.0,5310
178,0.8999999761581421,0.8030115962028503,2.0,5340
179,0.7333333492279053,0.8683449029922485,2.0,5370
180,0.8666666746139526,0.8193073272705078,2.0,5400
181,1.0,0.7878385782241821,2.0,5430
182,1.3333333730697632,0.8441822528839111,2.0,5460
183,0.8333333134651184,0.6989319324493408,2.0,5490
184,1.0666667222976685,0.8276819586753845,2.0,5520
185,1.2000000476837158,0.7143842577934265,2.0,5550
186,1.0333333015441895,0.8502873778343201,2.0,5580
187,1.0,0.8304548263549805,2.0,5610
188,1.0,0.7427813410758972,2.0,5640
189,0.9666666388511658,0.8502873778343201,2.0,5670
190,1.2333333492279053,0.7738543748855591,2.0,5700
191,1.1666666269302368,0.7914776802062988,2.0,5730
192,0.9666666388511658,0.8087168335914612,2.0,5760
193,1.100000023841858,0.9595256447792053,2.0,5790
194,1.0,0.7878385782241821,2.0,5820
195,1.0666667222976685,0.6914917826652527,2.0,5850
196,1.2999999523162842,0.7022132277488708,2.0,5880
197,1.2999999523162842,0.7022132277488708,2.0,5910
198,1.0333333015441895,0.8502873182296753,2.0,5940
199,0.8666666746139526,0.8193073272705078,2.0,5970
200,0.9666666388511658,0.808716893196106,2.0,6000
