global_step,update,mean_train_return,policy_loss,value_loss,entropy,total_loss
2048,1,0.4,-0.002886052243411541,0.2105712564662099,1.0959419831633568,0.09144015610218048
4096,2,0.5,-0.0032632058719173074,0.2341619273647666,1.0759619772434235,0.10305813871673308
6144,3,0.55,-0.001458161132177338,0.2164506814442575,1.0675795897841454,0.09609138441737741
8192,4,0.25,-0.005532567825866863,0.19868656480684876,1.0600429326295853,0.0832102857530117
10240,5,0.45,-0.0036258710897527635,0.2272574962116778,1.0563857220113277,0.09943902131635696
12288,6,0.5,-0.0044145959545858204,0.22824108973145485,1.0520582161843777,0.09918536775512621
14336,7,0.7,-0.009159654495306313,0.2161995959468186,1.0248725954443216,0.0886914184957277
16384,8,0.5,-0.0071221830730792135,0.21430389676243067,0.9890934024006128,0.09013883222360164
18432,9,0.6,-0.010340673092287034,0.2732631410472095,0.9764653313905001,0.11652624350972474
20480,10,0.9,-0.0053302383166737854,0.30998677387833595,0.9186411090195179,0.14047673880122602
22528,11,1.05,-0.005856939795194194,0.34558840095996857,0.9192474968731403,0.15774478600360453
24576,12,0.85,-0.006626776535995305,0.4222559090703726,0.8816443681716919,0.19568473438266665
26624,13,1.05,-0.009493400517385453,0.44199911411851645,0.836152408272028,0.20314463111571968
28672,14,1.2,-0.00701920292340219,0.40496695786714554,0.8064353466033936,0.1873999236850068
30720,15,1.1,-0.0035735839628614485,0.5143711371347308,0.7938192598521709,0.2456737980246544
32768,16,1.7,-0.0027202198980376124,0.49549324810504913,0.7611656337976456,0.23741474887356162
34816,17,1.8,-0.005161800276255235,0.47703934740275145,0.7398105263710022,0.22595977038145065
36864,18,1.6,-0.005373894353397191,0.4400274036452174,0.720040500164032,0.2074394018854946
38912,19,2.0,-0.003430973447393626,0.4525596350431442,0.7180069722235203,0.2156687742099166
40960,20,2.2,-0.0022729217598680407,0.4185445513576269,0.6961464118212461,0.20003788825124502
43008,21,1.75,-0.003975034895120189,0.3458766173571348,0.6762898042798042,0.16220037534367293
45056,22,2.25,-0.004434051865246147,0.39243647176772356,0.653122017160058,0.1852529642637819
47104,23,2.95,-0.0026666539488360286,0.38834485970437527,0.6426653880625963,0.18507912242785096
49152,24,2.75,-0.0012431980285327882,0.38543287944048643,0.6196251418441534,0.1852769895340316
51200,25,2.45,-0.0039149445365183055,0.3473149547353387,0.6120214704424143,0.16362231847597286
53248,26,3.25,-0.001881618722109124,0.25447182171046734,0.6037624217569828,0.1193166683515301
55296,27,2.65,-0.0031151580915320665,0.35567590221762657,0.5854636635631323,0.1688681576633826
57344,28,2.8,-0.0050518729840405285,0.29620517045259476,0.5569844599813223,0.13748086633859202
59392,29,2.85,-0.0038239503046497703,0.25101043563336134,0.5611088909208775,0.11607017864298541
61440,30,2.75,-0.001635256048757583,0.33488808386027813,0.5356744285672903,0.16045204148394987
63488,31,2.9,-0.0009323857957497239,0.3542196052148938,0.5330727742984891,0.17084668669849634
65536,32,3.05,-0.0026834997697733343,0.2552556009031832,0.5229944214224815,0.11971435695886612
67584,33,2.7,-0.0014991238713264465,0.3061765879392624,0.5297848582267761,0.14629132160916924
69632,34,2.95,-0.001668692595558241,0.24147896468639374,0.5307556986808777,0.11376323361764662
71680,35,2.6,-0.003812948358245194,0.24646886717528105,0.5438772309571505,0.11398271523648873
73728,36,2.9,-0.0022018516319803894,0.27903816010802984,0.5396071504801512,0.13192115591664333
75776,37,2.6,-0.0032222210138570517,0.23727223370224237,0.5354758203029633,0.11005913757253438
77824,38,3.0,-0.0021858905092813075,0.24477947503328323,0.5324196014553308,0.11487965143169276
79872,39,3.0,-0.0032435149769298732,0.2593269287608564,0.5339648183435202,0.12108030047966167
81920,40,2.85,-0.001416301412973553,0.2786127016879618,0.5169435432180762,0.13272061315365136
83968,41,3.1,-0.0025476060109212995,0.2626901911571622,0.5220333216711879,0.12357715629332233
86016,42,3.35,-0.0015782914269948378,0.2776190582662821,0.5029406612738967,0.1322018300415948
88064,43,3.45,-0.002162967895856127,0.22092682495713234,0.5151430834084749,0.10314901417586952
90112,44,2.5,-0.0006654031749349087,0.3539752271026373,0.5105763310566545,0.17121644772123545
92160,45,3.05,-0.0028514429868664593,0.2926462604664266,0.5149594424292445,0.13832209356769454
94208,46,2.9,-0.001860324526205659,0.30889670830219984,0.49980876315385103,0.1475899413926527
96256,47,4.25,-0.0014105953159742057,0.23558908002451062,0.4979548277333379,0.11140439570590388
98304,48,3.85,-0.00047033411101438105,0.2709077284671366,0.5221974160522223,0.12976155600335915
100352,49,3.0,-0.0001233842922374606,0.3894394040107727,0.5103963259607553,0.18949235556647182
102400,50,2.5,-0.003268545842729509,0.3987800572067499,0.5037687588483095,0.1910837960895151
104448,51,3.3,-0.003070183185627684,0.27354242000728846,0.5213063657283783,0.12848796299658716
106496,52,3.3,-0.0021517308050533757,0.31412310991436243,0.5284821446985006,0.14962500345427543
108544,53,3.0,-0.0023275762796401978,0.33042729273438454,0.5299139302223921,0.15758693090174347
110592,54,2.75,-0.0036923903389833868,0.3350443681702018,0.5202423082664609,0.15862737165298313
112640,55,2.7,-0.0009620542987249792,0.3622097847983241,0.5114274714142084,0.17502856464125216
114688,56,2.95,-0.002801735623506829,0.29067960381507874,0.508534817956388,0.13745271865627728
116736,57,3.55,-0.0020421619847184047,0.27811483945697546,0.48939693439751863,0.13212128775194287
118784,58,3.4,-0.0029882770031690598,0.26925329957157373,0.49993819277733564,0.12663899153994862
120832,59,3.6,-0.00024154497077688575,0.2866174471564591,0.4863299122080207,0.1382038779265713
122880,60,3.25,-0.0003337485541123897,0.2735381326638162,0.4817074751481414,0.13161824306007475
124928,61,3.95,-0.001717877428745851,0.26054609287530184,0.47333280742168427,0.12382184140733443
126976,62,3.65,-0.0017175624379888177,0.23748602159321308,0.44086255691945553,0.112616823244025
129024,63,3.6,0.001094664796255529,0.27866231463849545,0.456817040219903,0.13585765153402463
131072,64,3.7,-0.0024933453532867134,0.28511948930099607,0.47369592916220427,0.1353294402360916
133120,65,3.6,-0.00469099436304532,0.2385761928744614,0.47860499005764723,0.10981105230166577
135168,66,3.95,-0.0019359129655640572,0.3109856601804495,0.4607097087427974,0.14894981955876574
137216,67,4.45,-0.0016826220089569688,0.31247601844370365,0.45214117504656315,0.15003397763939574
139264,68,4.1,-0.0017439855146221817,0.2928607249632478,0.45643472857773304,0.14012202760204673
141312,69,4.2,-0.004711390531156212,0.2811354021541774,0.4319843826815486,0.1315364675829187
143360,70,3.55,-0.0010674905497580767,0.2752565620467067,0.4210728080943227,0.13235006360628176
145408,71,3.5,-0.002629726193845272,0.3248080853372812,0.43303539138287306,0.15544396126642823
147456,72,3.8,-0.0010049698466900736,0.23319201497361064,0.4351208247244358,0.11123982943536248
149504,73,3.8,-0.001686875883024186,0.2224190435372293,0.4399727154523134,0.10512291987834033
151552,74,4.1,-0.0030548145878128707,0.2591101787984371,0.42973318975418806,0.12220294307917356
153600,75,3.5,0.0005881547695025802,0.2833711584098637,0.4313516318798065,0.1379602182423696
155648,76,4.0,-0.0023449534928658977,0.26430790266022086,0.4127813996747136,0.1256811852217652
157696,77,4.7,-0.0021198981266934425,0.1700556711293757,0.4197450689971447,0.07871048778179102
159744,78,3.8,-0.0026479276275495067,0.26137357018887997,0.4024801990017295,0.12401405491982587
