#{"t_start": 1774697026.6305025, "env_id": "ALE/Breakout-v5"}
r,l,t
0.0,146,2.645085
0.0,129,2.826536
2.0,222,3.150841
2.0,208,3.442356
3.0,249,3.789871
0.0,126,4.020084
0.0,133,4.225353
3.0,240,4.559318
1.0,167,4.930257
3.0,237,5.510543
2.0,217,6.024986
5.0,310,6.741886
2.0,220,7.267218
2.0,194,7.682076
2.0,196,7.955025
2.0,205,8.250087
2.0,205,8.561224
1.0,159,8.781275
2.0,235,9.105675
3.0,276,9.495267
1.0,179,9.76578
1.0,164,9.996974
0.0,130,10.184906
0.0,134,10.37837
1.0,182,10.659361
0.0,134,10.850158
4.0,288,11.246691
2.0,203,11.528345
1.0,180,11.796876
0.0,142,11.998572
0.0,132,12.188514
1.0,181,12.441523
0.0,122,12.637132
1.0,157,12.879721
1.0,162,13.116041
3.0,240,13.44953
0.0,139,13.649903
2.0,208,13.967874
0.0,136,14.164085
0.0,141,14.366362
3.0,251,14.736998
1.0,178,14.984037
3.0,255,15.351344
0.0,132,15.535718
4.0,300,15.962009
1.0,197,16.240442
0.0,144,16.446173
2.0,206,16.733732
1.0,160,16.974324
5.0,385,17.492937
1.0,178,17.863917
1.0,176,18.2906
1.0,196,19.962316
1.0,185,20.788254
0.0,130,21.274323
3.0,245,22.093572
1.0,163,22.657174
1.0,203,23.377051
1.0,161,23.934811
3.0,251,24.800049
3.0,242,25.656269
2.0,212,26.377647
3.0,293,27.36652
3.0,252,28.216851
1.0,191,28.884234
1.0,172,29.5209
4.0,280,30.536592
2.0,215,31.605241
2.0,213,32.643763
1.0,189,33.55526
1.0,184,34.212778
4.0,323,35.340475
2.0,230,36.130698
3.0,259,37.026858
1.0,184,37.651926
0.0,127,38.10203
2.0,228,38.879818
2.0,267,39.781663
0.0,137,40.250976
0.0,162,40.797693
0.0,132,41.258041
1.0,151,41.772745
0.0,139,42.260341
2.0,201,42.939182
3.0,238,43.981021
1.0,189,44.903667
3.0,236,46.118646
3.0,244,46.972597
1.0,194,47.647097
1.0,186,48.272533
2.0,185,48.932778
1.0,158,49.491236
0.0,149,49.986694
1.0,172,50.579496
1.0,188,51.229984
0.0,140,51.719177
0.0,130,52.165094
1.0,179,52.802634
2.0,212,53.529574
2.0,191,54.221187
1.0,186,54.891037
3.0,262,55.867187
3.0,235,56.978309
0.0,133,57.647177
0.0,148,58.453721
1.0,184,59.277521
1.0,194,60.01505
2.0,227,60.810961
1.0,191,61.501036
2.0,211,62.272055
1.0,185,62.928272
3.0,250,63.828692
2.0,203,64.587967
1.0,187,65.274106
2.0,202,65.969064
0.0,151,66.531643
0.0,136,67.006491
0.0,138,67.507686
0.0,131,67.984694
2.0,233,68.833678
3.0,237,70.057235
0.0,136,70.793581
0.0,131,71.542581
1.0,165,72.207022
2.0,211,73.011325
2.0,218,73.821581
0.0,156,74.414257
0.0,131,74.929742
1.0,198,75.663424
2.0,232,76.508395
2.0,224,77.325648
0.0,132,77.822305
3.0,274,78.819226
3.0,283,79.87543
0.0,135,80.370659
0.0,138,80.906167
3.0,233,81.852496
2.0,218,83.026999
1.0,163,83.904064
0.0,128,84.623774
1.0,171,85.305138
0.0,128,85.795044
0.0,143,86.342167
3.0,260,87.317985
2.0,215,88.144043
1.0,158,88.747983
1.0,177,89.396628
2.0,214,90.225699
1.0,177,90.919613
0.0,128,91.418141
0.0,141,91.953084
0.0,142,92.499051
3.0,280,93.568879
2.0,209,94.353029
3.0,273,95.781116
2.0,228,97.000934
2.0,226,98.006013
0.0,129,98.465846
1.0,171,99.117127
1.0,191,99.851811
0.0,134,100.355179
0.0,142,100.891649
1.0,171,101.525375
3.0,244,102.450237
2.0,242,103.378168
3.0,271,104.421335
0.0,131,104.914145
2.0,209,105.73723
0.0,141,106.310676
1.0,189,107.035001
0.0,129,107.6499
0.0,137,108.385792
1.0,167,109.298564
0.0,158,110.187518
2.0,217,111.024055
0.0,139,111.56308
0.0,135,112.089713
1.0,167,112.737429
2.0,218,113.579709
0.0,138,114.099797
0.0,143,114.660792
0.0,129,115.168077
6.0,386,116.665824
2.0,209,117.440147
