#{"t_start": 1774685778.0786405, "env_id": "None"}
r,l,t
2.0,28,3.968095
1.0,16,4.010652
0.0,6,4.02511
1.0,16,4.062561
0.0,6,4.075584
0.0,6,4.091829
1.0,16,4.130148
0.0,6,4.143169
0.0,6,4.156422
0.0,6,4.170142
0.0,6,4.186397
1.0,16,4.240238
0.0,6,4.253281
0.0,6,4.266309
1.0,16,4.304459
0.0,6,4.317581
0.0,6,4.330388
1.0,16,4.365639
0.0,6,4.378683
1.0,16,4.416306
0.0,6,4.429029
0.0,6,4.441814
0.0,6,4.454899
0.0,6,4.467727
0.0,6,4.480105
0.0,6,4.492827
1.0,16,4.538479
0.0,6,4.552385
1.0,16,4.593784
0.0,6,4.620492
0.0,6,4.63808
0.0,6,4.652443
0.0,6,4.667858
0.0,6,4.684094
0.0,6,4.699223
0.0,6,4.715437
2.0,26,4.777597
1.0,16,4.82075
0.0,6,4.835472
0.0,6,4.849292
2.0,26,4.918104
0.0,6,4.938297
0.0,6,4.955669
0.0,6,4.972217
1.0,16,5.026337
1.0,16,5.086992
1.0,16,5.133676
0.0,6,5.153139
0.0,6,5.169101
1.0,16,5.21296
0.0,6,5.228527
0.0,6,5.249058
1.0,16,5.292956
1.0,16,5.336984
3.0,38,5.412511
1.0,16,5.44002
0.0,6,5.450688
0.0,6,5.463228
0.0,6,5.473576
1.0,16,5.501858
0.0,6,5.51658
0.0,6,5.527665
0.0,6,5.538045
0.0,6,5.548542
1.0,16,5.577713
1.0,16,5.604975
0.0,6,5.615508
1.0,16,5.642627
0.0,6,5.652907
0.0,6,5.665204
0.0,6,5.675406
1.0,16,5.703164
0.0,6,5.717253
0.0,6,5.727686
1.0,16,5.755132
0.0,6,5.767722
1.0,16,5.796291
0.0,6,5.807239
2.0,26,5.852672
0.0,6,5.865768
1.0,16,5.894026
0.0,6,5.904633
0.0,6,5.915159
0.0,6,5.925665
0.0,6,5.936122
2.0,28,5.98634
1.0,16,6.018057
1.0,16,6.049064
0.0,6,6.060046
1.0,16,6.092087
1.0,16,6.137
0.0,6,6.148313
0.0,6,6.159401
0.0,6,6.173065
0.0,6,6.184446
0.0,6,6.195575
0.0,6,6.206994
0.0,6,6.218514
1.0,16,6.246729
0.0,6,6.258254
1.0,16,6.293401
0.0,6,6.304289
1.0,16,6.338834
0.0,6,6.349695
0.0,6,6.360984
0.0,6,6.374413
0.0,6,6.385063
0.0,6,6.396044
0.0,6,6.406697
1.0,16,6.435132
0.0,6,6.446079
0.0,6,6.456864
0.0,6,6.467094
0.0,6,6.479499
2.0,28,6.528039
0.0,6,6.5383
1.0,16,7.02089
0.0,6,7.032689
0.0,6,7.04391
0.0,6,7.054737
0.0,6,7.065889
0.0,6,7.076617
0.0,6,7.08746
0.0,6,7.100843
0.0,6,7.11225
0.0,6,7.123567
0.0,6,7.139167
0.0,6,7.156662
0.0,6,7.16985
0.0,6,7.180439
0.0,6,7.19135
0.0,6,7.204625
0.0,6,7.221073
0.0,6,7.236129
1.0,16,7.264821
2.0,28,7.316613
0.0,6,7.326884
0.0,6,7.337167
0.0,6,7.347618
0.0,6,7.358146
0.0,6,7.368605
1.0,16,7.395963
0.0,6,7.409049
0.0,6,7.423287
1.0,16,7.453255
1.0,16,7.482734
0.0,6,7.493311
0.0,6,7.506057
1.0,16,7.536571
2.0,28,7.584691
0.0,6,7.595245
0.0,6,7.608044
1.0,16,7.635438
0.0,6,7.645847
1.0,16,7.673265
1.0,16,7.700545
0.0,6,7.7155
1.0,16,7.746549
0.0,6,7.75734
0.0,6,7.768898
0.0,6,7.779991
0.0,6,7.791387
0.0,6,7.80217
0.0,6,7.815813
0.0,6,7.82746
0.0,6,7.83871
0.0,6,7.849914
1.0,16,7.878822
1.0,16,7.910211
1.0,16,7.93928
0.0,6,7.950617
0.0,6,7.961838
0.0,6,7.973413
1.0,16,8.004531
0.0,6,8.027284
0.0,6,8.043154
0.0,6,8.055125
0.0,6,8.066653
1.0,16,8.096195
1.0,16,8.12976
4.0,48,8.232983
0.0,6,8.243886
0.0,6,8.254533
0.0,6,8.265182
0.0,6,8.277046
0.0,6,8.287549
1.0,16,8.31744
1.0,16,8.349689
0.0,6,8.360512
0.0,6,8.37156
0.0,6,8.381885
0.0,6,8.392241
0.0,6,8.40248
0.0,6,8.413112
0.0,6,8.423329
0.0,6,8.436201
1.0,16,8.463796
0.0,6,8.474087
0.0,6,8.484358
1.0,16,8.511967
0.0,6,8.522282
0.0,6,8.535948
0.0,6,8.546231
0.0,6,8.556552
0.0,6,8.566909
0.0,6,8.577385
0.0,6,8.587633
0.0,6,8.597962
0.0,6,8.608372
0.0,6,8.62195
0.0,6,8.637028
0.0,6,8.647318
1.0,16,8.674929
0.0,6,8.685255
0.0,6,8.695721
0.0,6,8.706225
0.0,6,8.716884
0.0,6,8.727206
0.0,6,8.739901
0.0,6,8.750273
1.0,16,8.777841
1.0,16,8.805453
0.0,6,8.816069
0.0,6,8.826696
0.0,6,8.839442
0.0,6,8.849938
2.0,28,8.898235
0.0,6,8.908663
0.0,6,8.923003
0.0,6,8.934783
1.0,16,8.964265
1.0,16,8.991791
0.0,6,9.002276
0.0,6,9.013066
0.0,6,9.023567
0.0,6,9.034855
0.0,6,9.047467
1.0,16,9.074993
0.0,6,9.085385
0.0,6,9.095712
0.0,6,9.106082
2.0,26,9.154655
1.0,16,9.18207
0.0,6,9.192606
0.0,6,9.208616
1.0,16,9.254994
1.0,16,9.287399
0.0,6,9.298455
2.0,28,9.350991
0.0,6,9.361669
1.0,16,9.389452
0.0,6,9.399849
0.0,6,9.410674
1.0,16,9.439594
2.0,26,9.487995
1.0,16,9.516202
1.0,16,9.551459
0.0,6,9.564827
0.0,6,9.575851
1.0,16,9.604398
1.0,16,9.633347
0.0,6,9.644182
0.0,6,9.655086
1.0,16,9.686261
1.0,16,9.721086
0.0,6,9.735065
0.0,6,9.746271
0.0,6,9.757016
0.0,6,9.770085
0.0,6,9.780537
1.0,16,9.809391
1.0,16,9.839996
0.0,6,9.852085
0.0,6,9.866295
0.0,6,9.877892
0.0,6,9.889547
0.0,6,9.900925
3.0,38,9.975386
0.0,6,9.986628
0.0,6,9.998117
1.0,16,10.033876
0.0,6,10.047863
0.0,6,10.058693
1.0,16,10.090063
0.0,6,10.101351
1.0,16,10.131757
0.0,6,10.144637
1.0,16,10.178111
0.0,6,10.189378
1.0,16,10.218508
0.0,6,10.236907
1.0,16,10.279685
0.0,6,10.290956
0.0,6,10.302073
2.0,26,10.350761
0.0,6,10.363044
0.0,6,10.37844
0.0,6,10.391338
1.0,16,10.423759
0.0,6,10.435094
0.0,6,10.446522
1.0,16,10.477014
1.0,16,10.510203
0.0,6,10.522892
0.0,6,10.538838
2.0,26,10.595569
0.0,6,10.608266
0.0,6,10.620412
1.0,16,10.652572
2.0,26,10.707755
1.0,16,10.741498
0.0,6,10.752227
0.0,6,10.762557
0.0,6,10.773574
0.0,6,10.783955
0.0,6,10.797683
0.0,6,10.808874
1.0,16,10.839205
0.0,6,10.850848
1.0,16,10.881031
0.0,6,10.894661
0.0,6,10.905874
0.0,6,10.917448
0.0,6,10.929158
0.0,6,10.940207
1.0,16,10.968878
1.0,16,11.234439
0.0,6,11.245162
0.0,6,11.256053
0.0,6,11.266626
1.0,16,11.309829
1.0,16,11.345149
0.0,6,11.35607
2.0,26,11.401147
0.0,6,11.414171
0.0,6,11.424674
1.0,16,11.453203
0.0,6,11.46354
0.0,6,11.474315
1.0,16,11.502195
0.0,6,11.515191
2.0,28,11.573228
1.0,16,11.602519
0.0,6,11.616446
0.0,6,11.627887
0.0,6,11.639045
1.0,16,11.669082
0.0,6,11.680247
0.0,6,11.696055
0.0,6,11.711248
0.0,6,11.729937
1.0,16,11.764421
0.0,6,11.776142
1.0,16,11.805722
1.0,16,11.838835
0.0,6,11.850354
2.0,28,11.90387
1.0,16,11.937239
0.0,6,11.948676
1.0,16,11.978608
0.0,6,11.989723
2.0,28,12.052899
0.0,6,12.064049
0.0,6,12.074947
0.0,6,12.085691
1.0,16,12.115477
0.0,6,12.129305
0.0,6,12.140414
0.0,6,12.153401
0.0,6,12.164717
2.0,28,12.218076
0.0,6,12.232003
0.0,6,12.24669
0.0,6,12.257861
1.0,16,12.286482
0.0,6,12.298226
0.0,6,12.314742
2.0,28,12.374378
0.0,6,12.384771
1.0,16,12.412855
1.0,16,12.443229
0.0,6,12.453912
0.0,6,12.464237
1.0,16,12.492148
0.0,6,12.502418
0.0,6,12.513129
2.0,26,12.568815
2.0,28,12.61694
1.0,16,12.646806
0.0,6,12.657257
0.0,6,12.667661
0.0,6,12.678006
1.0,16,12.705264
1.0,16,12.733376
0.0,6,12.746485
1.0,16,12.774275
0.0,6,12.784711
1.0,16,12.812895
0.0,6,12.823462
1.0,16,12.861223
0.0,6,12.871778
0.0,6,12.882065
0.0,6,12.892666
0.0,6,12.902971
0.0,6,12.913685
0.0,6,12.923877
0.0,6,12.934686
1.0,16,12.964591
1.0,16,12.992244
0.0,6,13.002803
2.0,26,13.049801
1.0,16,13.079724
1.0,16,13.107421
0.0,6,13.118251
1.0,16,13.156439
0.0,6,13.169113
1.0,16,13.196773
0.0,6,13.207422
1.0,16,13.236712
0.0,6,13.248846
0.0,6,13.261732
2.0,28,13.317574
1.0,16,13.361905
0.0,6,13.375067
1.0,16,13.402889
1.0,16,13.430632
1.0,16,13.466006
0.0,6,13.476311
0.0,6,13.486683
0.0,6,13.497192
0.0,6,13.507745
0.0,6,13.518139
0.0,6,13.528522
0.0,6,13.539031
0.0,6,13.550341
0.0,6,13.56094
1.0,16,13.590886
1.0,16,13.618427
0.0,6,13.628848
1.0,16,13.663071
1.0,16,13.694539
1.0,16,13.723813
1.0,16,13.754952
0.0,6,13.76655
1.0,16,13.799725
0.0,6,13.810852
0.0,6,13.822146
3.0,38,13.893589
0.0,6,13.90429
2.0,28,13.959981
1.0,16,13.992031
1.0,16,14.021203
0.0,6,14.033952
0.0,6,14.045466
0.0,6,14.056237
2.0,26,14.105772
0.0,6,14.117524
0.0,6,14.128188
0.0,6,14.139864
0.0,6,14.150832
0.0,6,14.162794
0.0,6,14.174131
2.0,26,14.222315
1.0,16,14.258649
0.0,6,14.271645
0.0,6,14.284976
0.0,6,14.295988
2.0,26,14.342349
0.0,6,14.352774
0.0,6,14.363252
0.0,6,14.377245
0.0,6,14.397613
2.0,28,14.446685
0.0,6,14.45757
0.0,6,14.468135
0.0,6,14.478773
1.0,16,14.508795
0.0,6,14.519201
0.0,6,14.530131
0.0,6,14.540947
0.0,6,14.555343
0.0,6,14.566661
2.0,26,14.613632
0.0,6,14.623868
1.0,16,14.651476
0.0,6,14.661866
0.0,6,14.672291
0.0,6,14.682575
2.0,26,14.730215
1.0,16,14.757931
1.0,16,14.785089
0.0,6,14.797995
0.0,6,14.808388
0.0,6,14.818749
0.0,6,14.829227
1.0,16,14.863713
1.0,16,14.892956
0.0,6,14.906637
0.0,6,14.918021
0.0,6,14.929416
1.0,16,14.959701
0.0,6,14.971168
0.0,6,14.982223
0.0,6,14.993488
1.0,16,15.026489
0.0,6,15.038229
1.0,16,15.067322
0.0,6,15.078448
0.0,6,15.089664
0.0,6,15.100437
0.0,6,15.114489
0.0,6,15.126532
1.0,16,15.161415
0.0,6,15.416064
0.0,6,15.437059
0.0,6,15.45797
0.0,6,15.476732
0.0,6,15.494887
0.0,6,15.511701
3.0,38,15.616077
0.0,6,15.634771
2.0,28,15.708565
0.0,6,15.722954
0.0,6,15.74042
0.0,6,15.754428
2.0,26,15.818502
1.0,16,15.858387
1.0,16,15.898217
0.0,6,15.912229
0.0,6,15.926298
0.0,6,15.944098
0.0,6,15.959598
1.0,16,15.997081
1.0,16,16.034303
1.0,16,16.074668
0.0,6,16.088443
1.0,16,16.125264
2.0,26,16.192106
1.0,16,16.228798
0.0,6,16.242239
1.0,16,16.28317
1.0,16,16.321644
0.0,6,16.335216
0.0,6,16.348992
1.0,16,16.39313
0.0,6,16.406202
0.0,6,16.419717
0.0,6,16.433508
0.0,6,16.447048
1.0,16,16.48859
1.0,16,16.529152
0.0,6,16.545019
0.0,6,16.571949
0.0,6,16.589399
2.0,26,16.654485
0.0,6,16.66849
0.0,6,16.685307
1.0,16,16.721724
0.0,6,16.735245
0.0,6,16.748506
0.0,6,16.76186
0.0,6,16.776039
1.0,16,16.815917
0.0,6,16.830326
0.0,6,16.843827
1.0,16,16.879986
0.0,6,16.89647
0.0,6,16.909445
1.0,16,16.945436
0.0,6,16.959329
0.0,6,16.973068
1.0,16,17.012638
0.0,6,17.027933
1.0,16,17.068945
0.0,6,17.082985
0.0,6,17.100925
0.0,6,17.117871
0.0,6,17.135919
1.0,16,17.182276
0.0,6,17.203705
0.0,6,17.221239
0.0,6,17.237421
0.0,6,17.254251
0.0,6,17.269474
0.0,6,17.284871
0.0,6,17.302013
1.0,16,17.340754
0.0,6,17.353799
0.0,6,17.371797
1.0,16,17.413712
0.0,6,17.427807
1.0,16,17.464058
0.0,6,17.480299
2.0,26,17.554869
1.0,16,17.614992
1.0,16,17.668748
0.0,6,17.683172
1.0,16,17.725602
0.0,6,17.750476
1.0,16,17.797992
2.0,26,17.876817
1.0,16,17.942306
0.0,6,17.961645
0.0,6,17.975808
0.0,6,17.987891
0.0,6,17.999774
0.0,6,18.012171
0.0,6,18.024457
0.0,6,18.037239
0.0,6,18.051713
2.0,26,18.104343
0.0,6,18.115815
1.0,16,18.145067
0.0,6,18.159628
1.0,16,18.190046
0.0,6,18.203113
0.0,6,18.215375
1.0,16,18.244373
0.0,6,18.257563
0.0,6,18.268767
1.0,16,18.306872
0.0,6,18.31768
1.0,16,18.346135
0.0,6,18.359805
1.0,16,18.389352
1.0,16,18.418813
1.0,16,18.445863
2.0,28,18.5011
0.0,6,18.512077
1.0,16,18.540458
0.0,6,18.551263
1.0,16,18.583134
1.0,16,18.611243
0.0,6,18.621864
1.0,16,18.660626
0.0,6,18.677221
0.0,6,18.68788
0.0,6,18.698242
0.0,6,18.708951
2.0,26,18.754578
1.0,16,18.790967
1.0,16,18.819588
0.0,6,18.830165
1.0,16,18.858894
0.0,6,18.87196
1.0,16,18.900103
0.0,6,18.910628
0.0,6,18.921001
1.0,16,18.948725
0.0,6,18.95892
1.0,16,18.993102
0.0,6,19.003205
0.0,6,19.013278
0.0,6,19.023362
0.0,6,19.034895
3.0,38,19.100911
1.0,16,19.12854
0.0,6,19.139048
1.0,16,19.165674
0.0,6,19.178212
1.0,16,19.206987
0.0,6,19.217764
0.0,6,19.228089
0.0,6,19.238282
1.0,16,19.26494
0.0,6,19.280191
1.0,16,19.316258
0.0,6,19.328011
0.0,6,19.339815
2.0,26,19.402228
0.0,6,19.415349
0.0,6,19.427315
0.0,6,19.438173
0.0,6,19.449162
0.0,6,19.459667
0.0,6,19.470566
0.0,6,19.484994
2.0,26,19.536219
0.0,6,19.547926
0.0,6,19.560199
0.0,6,19.572064
0.0,6,19.583863
0.0,6,19.596755
1.0,16,19.625818
1.0,16,19.655211
0.0,6,19.665842
1.0,16,19.720698
0.0,6,19.731264
0.0,6,19.741929
0.0,6,19.753307
0.0,6,19.764216
1.0,16,19.79415
0.0,6,19.807235
0.0,6,19.818142
0.0,6,19.829511
0.0,6,19.841103
0.0,6,19.852902
0.0,6,19.864299
0.0,6,19.875744
0.0,6,19.891226
0.0,6,19.904943
1.0,16,19.938172
0.0,6,19.953734
0.0,6,19.969908
0.0,6,19.990482
0.0,6,20.013128
1.0,16,20.051288
0.0,6,20.065992
0.0,6,20.077404
0.0,6,20.091809
1.0,16,20.126029
0.0,6,20.359187
0.0,6,20.371429
0.0,6,20.382347
0.0,6,20.393275
0.0,6,20.403843
0.0,6,20.41708
0.0,6,20.427854
0.0,6,20.438479
0.0,6,20.449149
0.0,6,20.459753
0.0,6,20.470885
0.0,6,20.481507
1.0,16,20.509238
0.0,6,20.521666
1.0,16,20.549166
1.0,16,20.576756
0.0,6,20.591264
1.0,16,20.624349
1.0,16,20.652798
0.0,6,20.66351
1.0,16,20.692888
0.0,6,20.703451
0.0,6,20.717288
0.0,6,20.738881
1.0,16,20.769371
0.0,6,20.780351
0.0,6,20.79123
0.0,6,20.802158
0.0,6,20.812834
0.0,6,20.824086
1.0,16,20.855727
0.0,6,20.867716
0.0,6,20.878449
0.0,6,20.892665
1.0,16,20.923859
0.0,6,20.937644
0.0,6,20.948673
0.0,6,20.960082
1.0,16,20.990489
0.0,6,21.001936
0.0,6,21.013313
0.0,6,21.02527
1.0,16,21.057936
0.0,6,21.069115
0.0,6,21.080957
0.0,6,21.092417
1.0,16,21.1233
2.0,28,21.177696
0.0,6,21.191229
0.0,6,21.207159
1.0,16,21.245587
0.0,6,21.256366
0.0,6,21.267305
2.0,28,21.318523
2.0,28,21.372583
0.0,6,21.382823
1.0,16,21.4217
1.0,16,21.452846
0.0,6,21.463578
1.0,16,21.493271
1.0,16,21.523874
0.0,6,21.535495
0.0,6,21.54952
1.0,16,21.579566
0.0,6,21.592514
1.0,16,21.621974
0.0,6,21.633019
1.0,16,21.664144
0.0,6,21.675275
1.0,16,21.709178
2.0,26,21.76776
0.0,6,21.782503
0.0,6,21.793776
0.0,6,21.804445
1.0,16,21.834696
0.0,6,21.845778
0.0,6,21.859738
0.0,6,21.870941
0.0,6,21.882064
0.0,6,21.898165
0.0,6,21.911771
0.0,6,21.923124
0.0,6,21.934262
1.0,16,21.966108
0.0,6,21.980617
1.0,16,22.011915
0.0,6,22.025131
0.0,6,22.040423
4.0,48,22.131582
0.0,6,22.142361
0.0,6,22.15341
0.0,6,22.166465
0.0,6,22.177771
0.0,6,22.188932
0.0,6,22.20503
1.0,16,22.237905
0.0,6,22.248532
0.0,6,22.258846
0.0,6,22.272307
2.0,28,22.324829
3.0,38,22.400723
0.0,6,22.41247
1.0,16,22.441279
1.0,16,22.472132
0.0,6,22.482592
0.0,6,22.494198
1.0,16,22.524835
2.0,26,22.572173
1.0,16,22.601233
0.0,6,22.611677
1.0,16,22.639291
2.0,28,22.690023
0.0,6,22.704762
0.0,6,22.717928
0.0,6,22.729149
1.0,16,22.760518
0.0,6,22.771823
2.0,28,22.841645
0.0,6,22.852595
0.0,6,22.863207
1.0,16,22.89425
0.0,6,22.908964
1.0,16,22.938045
1.0,16,22.967726
0.0,6,22.981557
0.0,6,22.993297
0.0,6,23.004798
1.0,16,23.041062
0.0,6,23.052343
2.0,26,23.100126
0.0,6,23.110898
0.0,6,23.121581
1.0,16,23.149434
0.0,6,23.159788
0.0,6,23.17069
0.0,6,23.181136
0.0,6,23.194794
1.0,16,23.23195
0.0,6,23.24279
0.0,6,23.253642
0.0,6,23.264099
1.0,16,23.2952
2.0,28,23.343449
1.0,16,23.376733
0.0,6,23.391035
1.0,16,23.422136
0.0,6,23.433755
2.0,28,23.484168
0.0,6,23.499317
0.0,6,23.513957
0.0,6,23.524801
1.0,16,23.553343
1.0,16,23.581712
1.0,16,23.613505
1.0,16,23.64164
0.0,6,23.652301
0.0,6,23.662973
1.0,16,23.691627
0.0,6,23.704959
0.0,6,23.715664
0.0,6,23.726187
1.0,16,23.75468
0.0,6,23.765593
2.0,26,23.836587
1.0,16,23.869305
0.0,6,23.880066
1.0,16,23.912108
0.0,6,23.922983
0.0,6,23.933768
0.0,6,23.944682
0.0,6,23.955315
1.0,16,23.984182
0.0,6,23.995603
0.0,6,24.009717
1.0,16,24.040746
2.0,26,24.086877
1.0,16,24.130172
0.0,6,24.140752
2.0,28,24.190478
0.0,6,24.201562
0.0,6,24.212563
1.0,16,24.246356
0.0,6,24.256931
0.0,6,24.267426
0.0,6,24.277751
1.0,16,24.305443
0.0,6,24.315821
1.0,16,24.345234
0.0,6,24.355592
0.0,6,24.586603
2.0,26,24.635054
0.0,6,24.646931
2.0,26,24.695833
0.0,6,24.712382
0.0,6,24.724331
0.0,6,24.737065
1.0,16,24.764546
1.0,16,24.792425
0.0,6,24.803547
1.0,16,24.833256
0.0,6,24.843593
1.0,16,24.882881
1.0,16,24.910675
0.0,6,24.921007
0.0,6,24.933625
0.0,6,24.944028
0.0,6,24.954496
1.0,16,24.982103
0.0,6,24.992394
0.0,6,25.004662
0.0,6,25.019747
0.0,6,25.035318
0.0,6,25.046323
1.0,16,25.074459
0.0,6,25.084918
0.0,6,25.095922
0.0,6,25.106614
0.0,6,25.118281
0.0,6,25.128936
0.0,6,25.142065
0.0,6,25.152723
0.0,6,25.163152
0.0,6,25.174295
0.0,6,25.185112
0.0,6,25.195972
0.0,6,25.210013
1.0,16,25.245466
0.0,6,25.256514
1.0,16,25.288682
0.0,6,25.300458
1.0,16,25.332523
1.0,16,25.367001
0.0,6,25.378524
1.0,16,25.41004
1.0,16,25.438311
1.0,16,25.469128
0.0,6,25.479609
2.0,26,25.532099
0.0,6,25.54281
4.0,48,25.631056
0.0,6,25.642196
0.0,6,25.65591
0.0,6,25.666814
0.0,6,25.677881
0.0,6,25.68895
1.0,16,25.723458
0.0,6,25.734965
0.0,6,25.745984
1.0,16,25.779866
0.0,6,25.790876
1.0,16,25.820664
1.0,16,25.850864
1.0,16,25.884844
0.0,6,25.902323
1.0,16,25.934996
0.0,6,25.945957
0.0,6,25.959645
1.0,16,25.989035
1.0,16,26.026105
2.0,28,26.080197
1.0,16,26.109239
2.0,26,26.155233
0.0,6,26.168477
1.0,16,26.197129
0.0,6,26.209013
0.0,6,26.223797
0.0,6,26.236128
0.0,6,26.247164
1.0,16,26.280806
0.0,6,26.293244
1.0,16,26.321632
0.0,6,26.332028
0.0,6,26.34248
2.0,28,26.394448
1.0,16,26.42345
0.0,6,26.434012
0.0,6,26.444568
0.0,6,26.455117
0.0,6,26.468143
0.0,6,26.478816
1.0,16,26.506852
0.0,6,26.521593
0.0,6,26.533388
1.0,16,26.561278
0.0,6,26.573817
0.0,6,26.584328
0.0,6,26.594865
0.0,6,26.606241
0.0,6,26.617445
0.0,6,26.627803
1.0,16,26.655503
0.0,6,26.665952
1.0,16,26.696019
1.0,16,26.724256
1.0,16,26.752738
1.0,16,26.783931
0.0,6,26.794551
0.0,6,26.805034
3.0,38,26.880477
0.0,6,26.890922
0.0,6,26.901268
2.0,28,26.961789
1.0,16,26.991642
0.0,6,27.002206
0.0,6,27.012968
0.0,6,27.023373
0.0,6,27.034717
1.0,16,27.06247
0.0,6,27.072941
0.0,6,27.085439
0.0,6,27.095829
0.0,6,27.106103
1.0,16,27.143055
1.0,16,27.170723
0.0,6,27.181064
0.0,6,27.193795
1.0,16,27.221807
0.0,6,27.232127
0.0,6,27.244026
1.0,16,27.271799
1.0,16,27.301352
0.0,6,27.312497
0.0,6,27.325758
0.0,6,27.336779
0.0,6,27.347394
1.0,16,27.377582
1.0,16,27.407862
0.0,6,27.418707
0.0,6,27.429694
0.0,6,27.440248
1.0,16,27.470212
0.0,6,27.481092
0.0,6,27.494082
0.0,6,27.505126
2.0,28,27.555395
0.0,6,27.56607
1.0,16,27.596076
0.0,6,27.608137
1.0,16,27.64155
1.0,16,27.669868
1.0,16,27.700154
0.0,6,27.711205
0.0,6,27.722254
0.0,6,27.733077
1.0,16,27.761547
0.0,6,27.772236
0.0,6,27.782625
0.0,6,27.793035
0.0,6,27.806123
0.0,6,27.816866
0.0,6,27.828298
0.0,6,27.839004
0.0,6,27.850082
0.0,6,27.861499
2.0,28,27.917864
1.0,16,27.957634
3.0,38,28.087178
0.0,6,28.108827
0.0,6,28.124234
0.0,6,28.138562
0.0,6,28.155445
0.0,6,28.169195
0.0,6,28.182981
0.0,6,28.195932
0.0,6,28.208855
1.0,16,28.269345
0.0,6,28.288712
1.0,16,28.332262
0.0,6,28.34648
0.0,6,28.359931
0.0,6,28.373018
0.0,6,28.386009
1.0,16,28.42672
0.0,6,28.441967
1.0,16,28.482965
0.0,6,28.498892
1.0,16,28.5394
0.0,6,28.55395
1.0,16,28.590083
1.0,16,28.626066
1.0,16,28.664484
0.0,6,28.678115
2.0,26,29.026233
0.0,6,29.050704
1.0,16,29.093144
0.0,6,29.106594
0.0,6,29.12027
1.0,16,29.15474
2.0,28,29.219294
1.0,16,29.275534
1.0,16,29.310121
0.0,6,29.322822
0.0,6,29.335493
0.0,6,29.348194
2.0,26,29.406031
0.0,6,29.418846
1.0,16,29.466762
0.0,6,29.483754
0.0,6,29.497428
2.0,28,29.559891
0.0,6,29.573774
0.0,6,29.593238
1.0,16,29.640197
0.0,6,29.654559
0.0,6,29.670381
1.0,16,29.719926
0.0,6,29.735031
0.0,6,29.75089
1.0,16,29.791795
0.0,6,29.808581
0.0,6,29.822527
0.0,6,29.843408
0.0,6,29.859407
0.0,6,29.874722
1.0,16,29.913225
0.0,6,29.926295
0.0,6,29.941193
0.0,6,29.957649
2.0,26,30.036711
0.0,6,30.059801
1.0,16,30.114133
1.0,16,30.15594
2.0,28,30.231592
3.0,38,30.338325
1.0,16,30.380493
0.0,6,30.396392
0.0,6,30.413992
1.0,16,30.454819
0.0,6,30.465418
0.0,6,30.475765
0.0,6,30.486077
1.0,16,30.513638
0.0,6,30.523897
2.0,28,30.57424
2.0,26,30.619774
1.0,16,30.653404
0.0,6,30.664059
1.0,16,30.692676
1.0,16,30.721594
0.0,6,30.733267
1.0,16,30.766482
1.0,16,30.796281
0.0,6,30.807482
0.0,6,30.818022
0.0,6,30.829363
1.0,16,30.860844
3.0,38,30.92864
0.0,6,30.939481
1.0,16,30.970664
0.0,6,30.980928
0.0,6,30.991103
0.0,6,31.001248
1.0,16,31.029273
0.0,6,31.040848
0.0,6,31.06177
1.0,16,31.090096
2.0,28,31.153812
4.0,48,31.239509
0.0,6,31.25006
0.0,6,31.26265
0.0,6,31.272988
