generation,mean_population_return,std_population_return,best_population_return,global_interactions_est
122,0.5333333611488342,0.6288102865219116,2.0,3660
123,0.5,0.5085476040840149,1.0,3690
124,0.5666666626930237,0.5683207511901855,2.0,3720
125,0.46666666865348816,0.5713465213775635,2.0,3750
126,0.4333333373069763,0.5683207511901855,2.0,3780
127,0.36666667461395264,0.5560533404350281,2.0,3810
128,0.6000000238418579,0.6214554309844971,2.0,3840
129,0.5,0.5085476040840149,1.0,3870
130,0.6000000238418579,0.7239736914634705,3.0,3900
131,0.6666666865348816,0.6064783930778503,2.0,3930
132,0.5333333611488342,0.6814454197883606,2.0,3960
133,0.3333333432674408,0.5466722846031189,2.0,3990
134,0.6333333253860474,0.7183954119682312,3.0,4020
135,0.5333333611488342,0.6814454793930054,3.0,4050
136,0.5,0.5723514556884766,2.0,4080
137,0.7333333492279053,0.5208304524421692,2.0,4110
138,0.6000000238418579,0.4982728660106659,1.0,4140
139,0.6000000238418579,0.6214554309844971,2.0,4170
140,0.6333333253860474,0.4901324510574341,1.0,4200
141,0.5666666626930237,0.5683207511901855,2.0,4230
142,0.46666666865348816,0.6288101673126221,2.0,4260
143,0.699999988079071,0.5959634184837341,2.0,4290
144,0.6000000238418579,0.6746646165847778,2.0,4320
145,0.6333333253860474,0.6149478554725647,2.0,4350
146,0.699999988079071,0.5959634184837341,2.0,4380
147,0.4333333373069763,0.5683207511901855,2.0,4410
148,0.6000000238418579,0.6214554309844971,2.0,4440
149,0.6000000238418579,0.7239736914634705,2.0,4470
150,0.6666666865348816,0.6064783930778503,2.0,4500
151,0.6333333253860474,0.6686750650405884,2.0,4530
152,0.8666666746139526,0.7760791778564453,2.0,4560
153,0.699999988079071,0.7022132277488708,2.0,4590
154,0.800000011920929,0.7611244320869446,2.0,4620
155,0.6666666865348816,0.660894513130188,2.0,4650
156,0.699999988079071,0.6512587070465088,2.0,4680
157,0.8999999761581421,0.661763608455658,2.0,4710
158,0.9333333373069763,0.7849152088165283,3.0,4740
159,0.7333333492279053,0.7849152088165283,3.0,4770
160,0.9333333373069763,0.7396798729896545,2.0,4800
161,0.5333333611488342,0.5713464617729187,2.0,4830
162,0.8999999761581421,0.661763608455658,2.0,4860
163,0.8999999761581421,0.48066049814224243,2.0,4890
164,1.0666667222976685,0.7849152684211731,2.0,4920
165,1.0666667222976685,0.6396837830543518,2.0,4950
166,0.9333333373069763,0.8683449625968933,4.0,4980
167,0.8999999761581421,0.8030115365982056,3.0,5010
168,0.7666666507720947,0.7738544344902039,2.0,5040
169,0.9333333373069763,0.7396798729896545,3.0,5070
170,0.6333333253860474,0.6149478554725647,2.0,5100
171,1.100000023841858,0.7119666337966919,3.0,5130
172,0.8999999761581421,1.0938700437545776,5.0,5160
173,0.9333333373069763,0.5832921862602234,2.0,5190
174,1.5333333015441895,0.6814454197883606,3.0,5220
175,1.0333333015441895,0.6149479150772095,2.0,5250
176,1.2000000476837158,0.8051558136940002,3.0,5280
177,1.1333333253860474,0.6814453601837158,2.0,5310
178,1.0666667222976685,0.7396799921989441,2.0,5340
179,0.8666666746139526,0.7302967309951782,2.0,5370
180,0.6666666865348816,0.660894513130188,2.0,5400
181,1.2666666507720947,0.6914917826652527,3.0,5430
182,1.0666667222976685,0.7396799325942993,2.0,5460
183,1.1666666269302368,0.698931872844696,2.0,5490
184,1.0,0.6432675123214722,2.0,5520
185,1.100000023841858,0.7119666934013367,2.0,5550
186,1.1333333253860474,0.6814454197883606,2.0,5580
187,1.0666667222976685,0.6914917826652527,2.0,5610
188,1.0666667222976685,0.7396799325942993,2.0,5640
189,1.1666666269302368,0.6477192044258118,2.0,5670
190,0.8999999761581421,0.7588557600975037,2.0,5700
191,1.1666666269302368,0.6989318132400513,2.0,5730
192,1.1333333253860474,0.6288102269172668,2.0,5760
193,1.2000000476837158,0.7611244916915894,2.0,5790
194,1.1666666269302368,0.5920935273170471,2.0,5820
195,1.5,0.5723514556884766,2.0,5850
196,1.0,0.694808304309845,2.0,5880
197,1.0666667222976685,0.6396837830543518,2.0,5910
198,0.9333333373069763,0.6914917826652527,2.0,5940
199,0.9666666388511658,0.6686751246452332,2.0,5970
200,0.8999999761581421,0.547722578048706,2.0,6000
