generation,mean_population_return,std_population_return,best_population_return,global_interactions_est
1,0.46666666865348816,0.7760791778564453,3.0,30
2,0.36666667461395264,0.6149478554725647,2.0,60
3,0.6000000238418579,0.968468427658081,4.0,90
4,0.23333333432674408,0.5683208107948303,2.0,120
5,0.5333333611488342,0.6814454197883606,2.0,150
6,0.5333333611488342,0.6814454793930054,2.0,180
7,0.3333333432674408,0.6064783930778503,2.0,210
8,0.23333333432674408,0.5040069222450256,2.0,240
9,0.30000001192092896,0.5349830985069275,2.0,270
10,0.5,0.8610338568687439,3.0,300
11,0.2666666805744171,0.6396837830543518,3.0,330
12,0.23333333432674408,0.5040069222450256,2.0,360
13,0.5,0.7310832738876343,3.0,390
14,0.30000001192092896,0.794376790523529,4.0,420
15,0.3333333432674408,0.6064783930778503,2.0,450
16,0.5666666626930237,0.7279319763183594,2.0,480
17,0.5,0.6822882294654846,2.0,510
18,0.4333333373069763,0.626062273979187,2.0,540
19,0.36666667461395264,0.5560533404350281,2.0,570
20,0.2666666805744171,0.4497765004634857,1.0,600
21,0.4333333373069763,0.626062273979187,2.0,630
22,0.30000001192092896,0.5959634184837341,2.0,660
23,0.4000000059604645,0.6214554905891418,2.0,690
24,0.36666667461395264,0.5560533404350281,2.0,720
25,0.30000001192092896,0.5349830985069275,2.0,750
26,0.4000000059604645,0.7239736914634705,3.0,780
27,0.36666667461395264,0.7183953523635864,3.0,810
28,0.23333333432674408,0.4301830232143402,1.0,840
29,0.36666667461395264,0.6149478554725647,2.0,870
30,0.36666667461395264,0.4901324510574341,1.0,900
31,0.4000000059604645,0.6746646761894226,2.0,930
32,0.36666667461395264,0.7183954119682312,2.0,960
33,0.36666667461395264,0.6686751246452332,2.0,990
34,0.46666666865348816,0.7760790586471558,3.0,1020
35,0.2666666805744171,0.5832921862602234,2.0,1050
36,0.3333333432674408,0.6064783334732056,2.0,1080
37,0.30000001192092896,0.4660916030406952,1.0,1110
38,0.5666666626930237,0.7738543152809143,2.0,1140
39,0.6000000238418579,0.7701321244239807,2.0,1170
40,0.30000001192092896,0.6512587666511536,2.0,1200
41,0.4333333373069763,1.0400044918060303,4.0,1230
42,0.3333333432674408,0.5466722249984741,2.0,1260
43,0.4333333373069763,0.8583598732948303,3.0,1290
44,0.10000000149011612,0.3051285445690155,1.0,1320
45,0.30000001192092896,0.5349830985069275,2.0,1350
46,0.1666666716337204,0.37904900312423706,1.0,1380
47,0.4000000059604645,0.6214554905891418,2.0,1410
48,0.5333333611488342,0.7760791778564453,3.0,1440
49,0.2666666805744171,0.4497765004634857,1.0,1470
50,0.2666666805744171,0.4497765004634857,1.0,1500
51,0.2666666805744171,0.520830512046814,2.0,1530
52,0.1666666716337204,0.37904900312423706,1.0,1560
53,0.5,0.9377155303955078,4.0,1590
54,0.36666667461395264,0.6149478554725647,2.0,1620
55,0.23333333432674408,0.5040069222450256,2.0,1650
56,0.3333333432674408,0.660894513130188,2.0,1680
57,0.2666666805744171,0.520830512046814,2.0,1710
58,0.30000001192092896,0.7022132873535156,3.0,1740
59,0.3333333432674408,0.6064783930778503,2.0,1770
60,0.23333333432674408,0.626062273979187,3.0,1800
61,0.4333333373069763,0.7738544344902039,3.0,1830
62,0.699999988079071,0.9878572821617126,3.0,1860
63,0.10000000149011612,0.3051285743713379,1.0,1890
64,0.4000000059604645,0.8136761784553528,3.0,1920
65,0.36666667461395264,0.5560533404350281,2.0,1950
66,0.2666666805744171,0.520830512046814,2.0,1980
67,0.6666666865348816,1.0283342599868774,4.0,2010
68,0.20000000298023224,0.48423418402671814,2.0,2040
69,0.30000001192092896,0.5349830985069275,2.0,2070
70,0.30000001192092896,0.4660915732383728,1.0,2100
71,0.2666666805744171,0.520830512046814,2.0,2130
72,0.2666666805744171,0.5832923054695129,2.0,2160
73,0.36666667461395264,0.7648904919624329,3.0,2190
74,0.3333333432674408,0.7111589908599854,3.0,2220
75,0.6000000238418579,1.003442406654358,4.0,2250
76,0.2666666805744171,0.4497765004634857,1.0,2280
77,0.6000000238418579,0.6746646165847778,2.0,2310
78,0.4333333373069763,0.7738543748855591,3.0,2340
79,0.4333333373069763,0.7279319763183594,2.0,2370
80,0.2666666805744171,0.5832922458648682,2.0,2400
81,0.4000000059604645,0.5632418394088745,2.0,2430
82,0.4000000059604645,0.6214554309844971,2.0,2460
83,0.4333333373069763,0.8583598732948303,4.0,2490
84,0.23333333432674408,0.4301830232143402,1.0,2520
85,0.36666667461395264,0.6686751246452332,2.0,2550
86,0.3333333432674408,0.5466722846031189,2.0,2580
